account_id,queue,status,month
86646,TRACE,GONEAWAY,2025-03-01
21399,TRACE,GONEAWAY,2025-03-01
95599,INSOLVENCY,INS3,2025-03-01
37781,INSOLVENCY,INS1,2025-03-01
26514,COLLECTIONS,TELSOLUTIONS1,2025-03-01
11352,LEGAL,LEG VERIF 1,2025-03-01
44060,OTHER,ARCHIVED,2025-03-01
29623,OTHER,ARCHIVED,2025-03-01
19413,COLLECTIONS,CASSIST2,2025-03-01
95232,INSOLVENCY,INS3,2025-03-01
38621,COLLECTIONS,TELSOLUTIONS1,2025-03-01
92669,LEGAL,LEG VERIF 1,2025-03-01
13416,LEGAL,LEG VERIF 2,2025-03-01
32283,TRACE,GONEAWAY,2025-03-01
88716,TRACE,GONEAWAY,2025-03-01
84845,COLLECTIONS,PRIME,2025-03-01
47984,PAYING,PAY PROP,2025-03-01
82269,INSOLVENCY,INS4,2025-03-01
60048,PAYING,PAY CURR,2025-03-01
65773,INSOLVENCY,INSP,2025-03-01
29600,COLLECTIONS,PRIME,2025-03-01
80893,PAYING,PAY PROP,2025-03-01
34083,LEGAL,LEG_NOT,2025-03-01
51089,PAYING,PAY PROP,2025-03-01
74104,TRACE,GONEAWAY,2025-03-01
35861,OTHER,ARCHIVED,2025-03-01
69313,COLLECTIONS,TELSOLUTIONS1,2025-03-01
72758,COLLECTIONS,PRIME_D,2025-03-01
78987,TRACE,GONEAWAY,2025-03-01
95948,COLLECTIONS,PAY OVER,2025-03-01
97132,LEGAL,LEG_TIT,2025-03-01
82735,TRACE,GONEAWAY,2025-03-01
87394,TRACE,GONEAWAY,2025-03-01
62377,COLLECTIONS,CASSIST2,2025-03-01
66755,OTHER,ARCHIVED,2025-03-01
68436,OTHER,ARCHIVED,2025-03-01
45571,INSOLVENCY,INS3,2025-03-01
91331,TRACE,GONEAWAY,2025-03-01
85557,PAYING,PAY PROP,2025-03-01
12247,INSOLVENCY,INSP,2025-03-01
29593,LEGAL,LEG_TIT,2025-03-01
48354,TRACE,GONEAWAY,2025-03-01
30531,LEGAL,LEG_TIT,2025-03-01
58120,PAYING,PAY CURR,2025-03-01
67687,PAYING,PAY CURR,2025-03-01
98909,COLLECTIONS,CANCEL4,2025-03-01
20457,TRACE,GONEAWAY,2025-03-01
91537,INSOLVENCY,INS3,2025-03-01
37924,LEGAL,HOLD FO,2025-03-01
39116,PAYING,PAY CURR,2025-03-01
90213,OTHER,ARCHIVED,2025-03-01
40079,COLLECTIONS,CANCEL2,2025-03-01
63223,COLLECTIONS,PAY OVER,2025-03-01
89178,LEGAL,LEG_TIT,2025-03-01
60199,COLLECTIONS,PRIME,2025-03-01
65156,TRACE,GONEAWAY,2025-03-01
58473,TRACE,GONEAWAY,2025-03-01
35919,TRACE,GONEAWAY,2025-03-01
19086,SETTLED,SETTLED,2025-03-01
51216,TRACE,GONEAWAY,2025-03-01
17320,PAYING,PAY PROP,2025-03-01
94606,OTHER,ARCHIVED,2025-03-01
87459,COLLECTIONS,CANCEL2,2025-03-01
52017,TRACE,GONEAWAY,2025-03-01
16913,LEGAL,HOLD FO,2025-03-01
96425,COLLECTIONS,TELSOLUTIONS4,2025-03-01
39453,INSOLVENCY,INSP,2025-03-01
62495,INSOLVENCY,INSP,2025-03-01
78416,LEGAL,LEG VERIF 1,2025-03-01
21418,SETTLED,SETTLED,2025-03-01
50515,TRACE,GONEAWAY,2025-03-01
60947,SETTLED,SETTLED,2025-03-01
36810,TRACE,GONEAWAY,2025-03-01
61708,OTHER,ARCHIVED,2025-03-01
65428,TRACE,GONEAWAY,2025-03-01
25073,SETTLED,SETTLED,2025-03-01
63285,PAYING,PAY CURR,2025-03-01
40856,LEGAL,LEG VERIF 2,2025-03-01
13356,SETTLED,SETTLED,2025-03-01
86543,LEGAL,LEG VERIF 1,2025-03-01
96035,LEGAL,LEG VERIF 2,2025-03-01
32687,OTHER,ARCHIVED,2025-03-01
62836,INSOLVENCY,INS1,2025-03-01
43403,OTHER,ARCHIVED,2025-03-01
82324,SETTLED,SETTLED,2025-03-01
23780,INSOLVENCY,INS1,2025-03-01
83051,OTHER,ARCHIVED,2025-03-01
92829,PAYING,PAY CURR,2025-03-01
85466,LEGAL,LEG_NOT,2025-03-01
66158,TRACE,GONEAWAY,2025-03-01
30943,COLLECTIONS,PAY OVER,2025-03-01
52055,INSOLVENCY,INS3,2025-03-01
11336,TRACE,GONEAWAY,2025-03-01
66787,INSOLVENCY,INS3,2025-03-01
92255,TRACE,GONEAWAY,2025-03-01
77513,LEGAL,LEG_NOT,2025-03-01
42371,COLLECTIONS,CANCEL2,2025-03-01
10180,OTHER,ARCHIVED,2025-03-01
94193,INSOLVENCY,INS1,2025-03-01
33376,OTHER,ARCHIVED,2025-03-01
47532,PAYING,PAY CURR,2025-03-01
44289,PAYING,PAY CURR,2025-03-01
17346,COLLECTIONS,PRIME,2025-03-01
36459,SETTLED,SETTLED,2025-03-01
57819,OTHER,ARCHIVED,2025-03-01
40987,COLLECTIONS,PAY OVER,2025-03-01
26066,SETTLED,SETTLED,2025-03-01
63368,OTHER,ARCHIVED,2025-03-01
31463,COLLECTIONS,CASSIST2,2025-03-01
69833,INSOLVENCY,INS2,2025-03-01
62595,COLLECTIONS,TELSOLUTIONS4,2025-03-01
73634,COLLECTIONS,CANCEL2,2025-03-01
82487,SETTLED,SETTLED,2025-03-01
34002,TRACE,GONEAWAY,2025-03-01
86494,LEGAL,LEG_NOT,2025-03-01
46369,OTHER,ARCHIVED,2025-03-01
30817,PAYING,PAY CURR,2025-03-01
54765,OTHER,ARCHIVED,2025-03-01
42747,SETTLED,SETTLED,2025-03-01
54885,SETTLED,SETTLED,2025-03-01
17948,OTHER,ARCHIVED,2025-03-01
79212,LEGAL,LEG_TIT,2025-03-01
54549,COLLECTIONS,TELSOLUTIONS1,2025-03-01
47801,PAYING,PAY PROP,2025-03-01
73332,COLLECTIONS,TELSOLUTIONS4,2025-03-01
89946,INSOLVENCY,INS3,2025-03-01
33687,LEGAL,LEG_TIT,2025-03-01
41979,PAYING,PAY PROP,2025-03-01
15680,SETTLED,SETTLED,2025-03-01
55558,PAYING,PAY PROP,2025-03-01
30746,TRACE,GONEAWAY,2025-03-01
89082,SETTLED,SETTLED,2025-03-01
37744,COLLECTIONS,PRIME_D,2025-03-01
46588,LEGAL,LEG_TIT,2025-03-01
14184,TRACE,GONEAWAY,2025-03-01
91173,PAYING,PAY CURR,2025-03-01
74228,INSOLVENCY,INS2,2025-03-01
86347,PAYING,PAY CURR,2025-03-01
16198,COLLECTIONS,PRIME,2025-03-01
97989,PAYING,PAY PROP,2025-03-01
13484,PAYING,PAY PROP,2025-03-01
81469,COLLECTIONS,PRIME_D,2025-03-01
48606,PAYING,PAY CURR,2025-03-01
57791,INSOLVENCY,INSP,2025-03-01
89637,COLLECTIONS,PRIME,2025-03-01
58064,TRACE,GONEAWAY,2025-03-01
55030,LEGAL,HOLD FO,2025-03-01
87921,PAYING,PAY CURR,2025-03-01
83785,TRACE,GONEAWAY,2025-03-01
57726,PAYING,PAY PROP,2025-03-01
90540,LEGAL,LEG VERIF 2,2025-03-01
54123,OTHER,ARCHIVED,2025-03-01
10585,PAYING,PAY CURR,2025-03-01
84118,PAYING,PAY CURR,2025-03-01
73980,SETTLED,SETTLED,2025-03-01
77356,COLLECTIONS,PRIME_D,2025-03-01
99999,LEGAL,LEG_NOT,2025-03-01
26686,INSOLVENCY,INS3,2025-04-01
48388,COLLECTIONS,TELSOLUTIONS4,2025-04-01
81634,INSOLVENCY,INS1,2025-04-01
39776,COLLECTIONS,PRIME_D,2025-04-01
70437,LEGAL,LEG VERIF 2,2025-04-01
25635,LEGAL,LEG_NOT,2025-04-01
72278,TRACE,GONEAWAY,2025-04-01
43314,SETTLED,SETTLED,2025-04-01
77262,COLLECTIONS,TELSOLUTIONS1,2025-04-01
68484,INSOLVENCY,INSP,2025-04-01
54341,LEGAL,LEG VERIF 1,2025-04-01
25733,LEGAL,LEG_NOT,2025-04-01
83776,COLLECTIONS,PRIME,2025-04-01
10506,LEGAL,LEG VERIF 2,2025-04-01
54275,SETTLED,SETTLED,2025-04-01
78353,LEGAL,LEG VERIF 1,2025-04-01
91558,SETTLED,SETTLED,2025-04-01
85922,OTHER,ARCHIVED,2025-04-01
44476,OTHER,ARCHIVED,2025-04-01
15757,SETTLED,SETTLED,2025-04-01
55044,INSOLVENCY,INS4,2025-04-01
26918,COLLECTIONS,TELSOLUTIONS1,2025-04-01
11916,SETTLED,SETTLED,2025-04-01
91710,INSOLVENCY,INS4,2025-04-01
15004,SETTLED,SETTLED,2025-04-01
40659,LEGAL,HOLD FO,2025-04-01
98254,INSOLVENCY,INS3,2025-04-01
43882,INSOLVENCY,INS4,2025-04-01
54718,COLLECTIONS,CANCEL4,2025-04-01
61582,TRACE,GONEAWAY,2025-04-01
60011,PAYING,PAY PROP,2025-04-01
94400,SETTLED,SETTLED,2025-04-01
92221,PAYING,PAY CURR,2025-04-01
46992,LEGAL,LEG VERIF 2,2025-04-01
91142,COLLECTIONS,CASSIST2,2025-04-01
46155,LEGAL,HOLD FO,2025-04-01
88654,OTHER,ARCHIVED,2025-04-01
19372,LEGAL,HOLD FO,2025-04-01
58984,INSOLVENCY,INSP,2025-04-01
49823,TRACE,GONEAWAY,2025-04-01
54296,TRACE,GONEAWAY,2025-04-01
44286,LEGAL,LEG VERIF 2,2025-04-01
11449,OTHER,ARCHIVED,2025-04-01
33347,COLLECTIONS,PAY OVER,2025-04-01
19523,PAYING,PAY CURR,2025-04-01
44502,SETTLED,SETTLED,2025-04-01
89313,SETTLED,SETTLED,2025-04-01
19675,TRACE,GONEAWAY,2025-04-01
83943,SETTLED,SETTLED,2025-04-01
68861,LEGAL,LEG VERIF 2,2025-04-01
53017,TRACE,GONEAWAY,2025-04-01
55992,LEGAL,LEG VERIF 2,2025-04-01
53016,OTHER,ARCHIVED,2025-04-01
10474,OTHER,ARCHIVED,2025-04-01
95274,OTHER,ARCHIVED,2025-04-01
47933,INSOLVENCY,INS4,2025-04-01
19099,LEGAL,LEG VERIF 1,2025-04-01
39629,SETTLED,SETTLED,2025-04-01
28442,SETTLED,SETTLED,2025-04-01
95324,OTHER,ARCHIVED,2025-04-01
98172,PAYING,PAY PROP,2025-04-01
27789,PAYING,PAY CURR,2025-04-01
59344,PAYING,PAY PROP,2025-04-01
31233,INSOLVENCY,INS3,2025-04-01
42494,LEGAL,HOLD FO,2025-04-01
93257,LEGAL,LEG_TIT,2025-04-01
28382,LEGAL,LEG_NOT,2025-04-01
91658,COLLECTIONS,TELSOLUTIONS4,2025-04-01
69791,PAYING,PAY CURR,2025-04-01
41546,OTHER,ARCHIVED,2025-04-01
65559,INSOLVENCY,INSP,2025-04-01
13787,INSOLVENCY,INS2,2025-04-01
83652,INSOLVENCY,INS4,2025-04-01
71125,COLLECTIONS,TELSOLUTIONS4,2025-04-01
35227,LEGAL,HOLD FO,2025-04-01
17413,OTHER,ARCHIVED,2025-04-01
38921,COLLECTIONS,CANCEL2,2025-04-01
95230,PAYING,PAY CURR,2025-04-01
13861,LEGAL,LEG_TIT,2025-04-01
21707,SETTLED,SETTLED,2025-04-01
13206,OTHER,ARCHIVED,2025-04-01
15248,LEGAL,HOLD FO,2025-04-01
95291,OTHER,ARCHIVED,2025-04-01
84640,COLLECTIONS,TELSOLUTIONS1,2025-04-01
95157,COLLECTIONS,CASSIST2,2025-04-01
79792,INSOLVENCY,INS3,2025-04-01
98794,LEGAL,LEG_TIT,2025-04-01
90869,COLLECTIONS,TELSOLUTIONS4,2025-04-01
39313,INSOLVENCY,INSP,2025-04-01
21453,OTHER,ARCHIVED,2025-04-01
60001,TRACE,GONEAWAY,2025-04-01
77917,PAYING,PAY PROP,2025-04-01
63848,OTHER,ARCHIVED,2025-04-01
55047,TRACE,GONEAWAY,2025-04-01
58434,PAYING,PAY CURR,2025-04-01
99694,LEGAL,LEG_NOT,2025-04-01
77521,SETTLED,SETTLED,2025-04-01
42247,TRACE,GONEAWAY,2025-04-01
50973,PAYING,PAY PROP,2025-04-01
91099,PAYING,PAY PROP,2025-04-01
61934,INSOLVENCY,INS2,2025-04-01
16077,COLLECTIONS,CANCEL4,2025-04-01
46986,TRACE,GONEAWAY,2025-04-01
57074,INSOLVENCY,INS4,2025-04-01
66138,INSOLVENCY,INSP,2025-04-01
13883,LEGAL,LEG_TIT,2025-04-01
62345,PAYING,PAY CURR,2025-04-01
94956,INSOLVENCY,INSP,2025-04-01
29836,OTHER,ARCHIVED,2025-04-01
13057,INSOLVENCY,INS2,2025-04-01
18486,LEGAL,HOLD FO,2025-04-01
13664,COLLECTIONS,PRIME,2025-04-01
63538,SETTLED,SETTLED,2025-04-01
34223,INSOLVENCY,INS3,2025-04-01
39966,PAYING,PAY CURR,2025-04-01
46662,OTHER,ARCHIVED,2025-04-01
14671,SETTLED,SETTLED,2025-04-01
32998,TRACE,GONEAWAY,2025-04-01
91678,SETTLED,SETTLED,2025-04-01
94751,INSOLVENCY,INS4,2025-04-01
39643,OTHER,ARCHIVED,2025-04-01
97918,INSOLVENCY,INS2,2025-04-01
33057,PAYING,PAY PROP,2025-04-01
14567,COLLECTIONS,TELSOLUTIONS4,2025-04-01
25726,TRACE,GONEAWAY,2025-04-01
74670,COLLECTIONS,PAY OVER,2025-04-01
11254,INSOLVENCY,INS4,2025-04-01
18838,TRACE,GONEAWAY,2025-04-01
93774,OTHER,ARCHIVED,2025-04-01
64136,TRACE,GONEAWAY,2025-04-01
70219,INSOLVENCY,INS4,2025-04-01
45153,SETTLED,SETTLED,2025-04-01
85441,SETTLED,SETTLED,2025-04-01
21489,SETTLED,SETTLED,2025-04-01
94714,INSOLVENCY,INS2,2025-04-01
72340,INSOLVENCY,INSP,2025-04-01
59940,LEGAL,LEG_NOT,2025-04-01
66216,LEGAL,LEG VERIF 1,2025-04-01
60840,INSOLVENCY,INS3,2025-04-01
75723,COLLECTIONS,PAY OVER,2025-04-01
40540,COLLECTIONS,PAY OVER,2025-04-01
52087,LEGAL,LEG_NOT,2025-04-01
73732,OTHER,ARCHIVED,2025-04-01
47543,OTHER,ARCHIVED,2025-04-01
13989,COLLECTIONS,PAY OVER,2025-04-01
86013,SETTLED,SETTLED,2025-04-01
21698,TRACE,GONEAWAY,2025-04-01
57417,TRACE,GONEAWAY,2025-04-01
23382,SETTLED,SETTLED,2025-04-01
46494,COLLECTIONS,PAY OVER,2025-04-01
70629,SETTLED,SETTLED,2025-04-01
93496,INSOLVENCY,INS4,2025-04-01
86086,INSOLVENCY,INSP,2025-04-01
17821,PAYING,PAY PROP,2025-04-01
27543,PAYING,PAY CURR,2025-04-01
89176,LEGAL,LEG VERIF 2,2025-04-01
13124,SETTLED,SETTLED,2025-04-01
22367,OTHER,ARCHIVED,2025-04-01
74428,PAYING,PAY CURR,2025-04-01
47450,PAYING,PAY PROP,2025-04-01
68126,OTHER,ARCHIVED,2025-04-01
37988,INSOLVENCY,INS2,2025-04-01
97661,LEGAL,LEG VERIF 2,2025-04-01
87813,OTHER,ARCHIVED,2025-04-01
78078,COLLECTIONS,PRIME,2025-04-01
47103,PAYING,PAY PROP,2025-04-01
37628,LEGAL,HOLD FO,2025-04-01
31658,INSOLVENCY,INS1,2025-04-01
88060,TRACE,GONEAWAY,2025-04-01
25000,LEGAL,LEG_NOT,2025-04-01
31172,PAYING,PAY CURR,2025-04-01
64246,LEGAL,LEG_NOT,2025-04-01
91435,TRACE,GONEAWAY,2025-04-01
21415,OTHER,ARCHIVED,2025-04-01
52697,TRACE,GONEAWAY,2025-04-01
75042,TRACE,GONEAWAY,2025-04-01
84256,PAYING,PAY PROP,2025-04-01
20507,PAYING,PAY PROP,2025-04-01
34108,COLLECTIONS,CANCEL2,2025-04-01
45495,PAYING,PAY PROP,2025-04-01
22047,COLLECTIONS,CANCEL2,2025-04-01
91712,OTHER,ARCHIVED,2025-04-01
77145,PAYING,PAY CURR,2025-04-01
57663,INSOLVENCY,INS2,2025-04-01
30496,LEGAL,LEG VERIF 2,2025-04-01
99755,PAYING,PAY PROP,2025-04-01
67443,PAYING,PAY PROP,2025-04-01
39175,SETTLED,SETTLED,2025-04-01
52219,COLLECTIONS,CANCEL4,2025-04-01
77395,SETTLED,SETTLED,2025-04-01
91001,PAYING,PAY PROP,2025-04-01
47857,LEGAL,HOLD FO,2025-04-01
82789,COLLECTIONS,PAY OVER,2025-04-01
67303,INSOLVENCY,INS1,2025-04-01
31527,TRACE,GONEAWAY,2025-04-01
67701,INSOLVENCY,INS2,2025-04-01
27800,PAYING,PAY PROP,2025-04-01
71914,SETTLED,SETTLED,2025-04-01
93809,PAYING,PAY PROP,2025-04-01
55200,COLLECTIONS,CANCEL2,2025-04-01
27620,SETTLED,SETTLED,2025-04-01
43108,SETTLED,SETTLED,2025-04-01
79521,INSOLVENCY,INS3,2025-04-01
59505,INSOLVENCY,INS1,2025-04-01
32832,SETTLED,SETTLED,2025-04-01
45539,TRACE,GONEAWAY,2025-04-01
64713,OTHER,ARCHIVED,2025-04-01
35504,PAYING,PAY CURR,2025-04-01
24815,PAYING,PAY CURR,2025-04-01
19986,LEGAL,HOLD FO,2025-04-01
85173,INSOLVENCY,INS4,2025-04-01
66463,OTHER,ARCHIVED,2025-04-01
92889,TRACE,GONEAWAY,2025-04-01
97280,LEGAL,LEG VERIF 1,2025-04-01
40198,LEGAL,HOLD FO,2025-04-01
71048,TRACE,GONEAWAY,2025-04-01
96772,SETTLED,SETTLED,2025-04-01
62106,OTHER,ARCHIVED,2025-04-01
38899,LEGAL,LEG VERIF 2,2025-04-01
56961,COLLECTIONS,CANCEL2,2025-04-01
89612,COLLECTIONS,CASSIST2,2025-04-01
52609,COLLECTIONS,PRIME_D,2025-04-01
78528,LEGAL,LEG VERIF 2,2025-04-01
88706,COLLECTIONS,CANCEL4,2025-04-01
28504,OTHER,ARCHIVED,2025-04-01
11356,LEGAL,HOLD FO,2025-04-01
47808,LEGAL,LEG_NOT,2025-04-01
14961,LEGAL,HOLD FO,2025-04-01
76500,TRACE,GONEAWAY,2025-04-01
66106,SETTLED,SETTLED,2025-04-01
64070,LEGAL,LEG_NOT,2025-04-01
24213,COLLECTIONS,CANCEL4,2025-04-01
36291,TRACE,GONEAWAY,2025-04-01
34629,PAYING,PAY CURR,2025-04-01
41740,LEGAL,LEG_NOT,2025-04-01
84211,PAYING,PAY PROP,2025-04-01
61279,INSOLVENCY,INS2,2025-04-01
82526,OTHER,ARCHIVED,2025-04-01
81029,TRACE,GONEAWAY,2025-04-01
16402,COLLECTIONS,CANCEL4,2025-04-01
17880,TRACE,GONEAWAY,2025-04-01
87432,SETTLED,SETTLED,2025-04-01
55886,COLLECTIONS,CASSIST2,2025-04-01
61550,PAYING,PAY CURR,2025-04-01
62692,COLLECTIONS,TELSOLUTIONS4,2025-04-01
51596,OTHER,ARCHIVED,2025-04-01
94706,COLLECTIONS,CANCEL4,2025-04-01
58892,PAYING,PAY PROP,2025-04-01
45393,SETTLED,SETTLED,2025-04-01
74699,COLLECTIONS,CANCEL2,2025-04-01
65864,SETTLED,SETTLED,2025-04-01
74894,PAYING,PAY PROP,2025-04-01
90467,COLLECTIONS,CASSIST2,2025-04-01
86693,TRACE,GONEAWAY,2025-04-01
67504,SETTLED,SETTLED,2025-04-01
32252,COLLECTIONS,PRIME_D,2025-04-01
16628,INSOLVENCY,INS2,2025-04-01
31903,LEGAL,LEG VERIF 2,2025-04-01
20233,COLLECTIONS,PRIME_D,2025-04-01
27223,TRACE,GONEAWAY,2025-04-01
49999,SETTLED,SETTLED,2025-04-01
52137,COLLECTIONS,CASSIST2,2025-04-01
83620,INSOLVENCY,INSP,2025-04-01
49171,TRACE,GONEAWAY,2025-04-01
60663,SETTLED,SETTLED,2025-04-01
46545,COLLECTIONS,CANCEL4,2025-04-01
48786,PAYING,PAY PROP,2025-04-01
94638,TRACE,GONEAWAY,2025-04-01
98298,TRACE,GONEAWAY,2025-04-01
86556,OTHER,ARCHIVED,2025-04-01
90725,TRACE,GONEAWAY,2025-04-01
14117,TRACE,GONEAWAY,2025-04-01
63099,INSOLVENCY,INSP,2025-04-01
82095,PAYING,PAY CURR,2025-04-01
84455,LEGAL,HOLD FO,2025-04-01
73556,SETTLED,SETTLED,2025-04-01
53131,PAYING,PAY PROP,2025-04-01
23982,PAYING,PAY CURR,2025-04-01
48880,TRACE,GONEAWAY,2025-04-01
82007,PAYING,PAY CURR,2025-04-01
14006,PAYING,PAY PROP,2025-04-01
26168,PAYING,PAY PROP,2025-04-01
33783,LEGAL,LEG_TIT,2025-04-01
35401,TRACE,GONEAWAY,2025-04-01
26696,LEGAL,LEG VERIF 2,2025-04-01
20307,PAYING,PAY CURR,2025-04-01
80451,INSOLVENCY,INS2,2025-04-01
85241,TRACE,GONEAWAY,2025-04-01
95997,TRACE,GONEAWAY,2025-04-01
94928,OTHER,ARCHIVED,2025-04-01
29210,LEGAL,LEG VERIF 2,2025-04-01
58244,INSOLVENCY,INS4,2025-04-01
70180,COLLECTIONS,CANCEL2,2025-04-01
78633,LEGAL,HOLD FO,2025-04-01
86015,LEGAL,LEG VERIF 1,2025-04-01
91402,COLLECTIONS,CANCEL2,2025-04-01
59399,COLLECTIONS,TELSOLUTIONS1,2025-04-01
31933,SETTLED,SETTLED,2025-04-01
45548,INSOLVENCY,INS4,2025-04-01
27497,LEGAL,LEG VERIF 1,2025-04-01
86646,TRACE,GONEAWAY,2025-04-01
21399,TRACE,GONEAWAY,2025-04-01
95599,COLLECTIONS,PRIME,2025-04-01
37781,INSOLVENCY,INS1,2025-04-01
26514,COLLECTIONS,TELSOLUTIONS1,2025-04-01
11352,LEGAL,LEG VERIF 1,2025-04-01
44060,INSOLVENCY,INS1,2025-04-01
29623,OTHER,ARCHIVED,2025-04-01
19413,COLLECTIONS,CASSIST2,2025-04-01
95232,INSOLVENCY,INS3,2025-04-01
38621,TRACE,GONEAWAY,2025-04-01
92669,SETTLED,SETTLED,2025-04-01
13416,LEGAL,LEG VERIF 2,2025-04-01
32283,TRACE,GONEAWAY,2025-04-01
88716,SETTLED,SETTLED,2025-04-01
84845,COLLECTIONS,PRIME,2025-04-01
47984,TRACE,GONEAWAY,2025-04-01
82269,INSOLVENCY,INS4,2025-04-01
60048,TRACE,GONEAWAY,2025-04-01
65773,INSOLVENCY,INSP,2025-04-01
29600,COLLECTIONS,PRIME,2025-04-01
80893,PAYING,PAY PROP,2025-04-01
34083,LEGAL,LEG_NOT,2025-04-01
51089,PAYING,PAY PROP,2025-04-01
74104,TRACE,GONEAWAY,2025-04-01
35861,OTHER,ARCHIVED,2025-04-01
69313,SETTLED,SETTLED,2025-04-01
72758,TRACE,GONEAWAY,2025-04-01
78987,PAYING,PAY PROP,2025-04-01
95948,INSOLVENCY,INS4,2025-04-01
97132,LEGAL,LEG_TIT,2025-04-01
82735,TRACE,GONEAWAY,2025-04-01
87394,TRACE,GONEAWAY,2025-04-01
62377,INSOLVENCY,INS1,2025-04-01
66755,COLLECTIONS,PRIME_D,2025-04-01
68436,OTHER,ARCHIVED,2025-04-01
45571,INSOLVENCY,INS3,2025-04-01
91331,INSOLVENCY,INS1,2025-04-01
85557,PAYING,PAY PROP,2025-04-01
12247,INSOLVENCY,INSP,2025-04-01
29593,COLLECTIONS,PRIME_D,2025-04-01
48354,TRACE,GONEAWAY,2025-04-01
30531,SETTLED,SETTLED,2025-04-01
58120,PAYING,PAY CURR,2025-04-01
67687,PAYING,PAY CURR,2025-04-01
98909,PAYING,PAY PROP,2025-04-01
20457,OTHER,ARCHIVED,2025-04-01
91537,INSOLVENCY,INS3,2025-04-01
37924,LEGAL,HOLD FO,2025-04-01
39116,COLLECTIONS,PAY OVER,2025-04-01
90213,LEGAL,HOLD FO,2025-04-01
40079,TRACE,GONEAWAY,2025-04-01
63223,COLLECTIONS,PAY OVER,2025-04-01
89178,LEGAL,LEG_NOT,2025-04-01
60199,INSOLVENCY,INS1,2025-04-01
65156,TRACE,GONEAWAY,2025-04-01
58473,PAYING,PAY PROP,2025-04-01
35919,TRACE,GONEAWAY,2025-04-01
19086,SETTLED,SETTLED,2025-04-01
51216,TRACE,GONEAWAY,2025-04-01
17320,PAYING,PAY PROP,2025-04-01
94606,OTHER,ARCHIVED,2025-04-01
87459,COLLECTIONS,CANCEL2,2025-04-01
52017,OTHER,ARCHIVED,2025-04-01
16913,LEGAL,HOLD FO,2025-04-01
96425,COLLECTIONS,TELSOLUTIONS4,2025-04-01
39453,LEGAL,LEG VERIF 2,2025-04-01
62495,SETTLED,SETTLED,2025-04-01
78416,LEGAL,LEG VERIF 1,2025-04-01
21418,SETTLED,SETTLED,2025-04-01
50515,TRACE,GONEAWAY,2025-04-01
60947,SETTLED,SETTLED,2025-04-01
36810,TRACE,GONEAWAY,2025-04-01
61708,SETTLED,SETTLED,2025-04-01
65428,TRACE,GONEAWAY,2025-04-01
25073,COLLECTIONS,PAY OVER,2025-04-01
63285,PAYING,PAY CURR,2025-04-01
40856,LEGAL,LEG VERIF 2,2025-04-01
13356,COLLECTIONS,PAY OVER,2025-04-01
86543,LEGAL,LEG VERIF 1,2025-04-01
96035,LEGAL,LEG VERIF 2,2025-04-01
32687,OTHER,ARCHIVED,2025-04-01
62836,SETTLED,SETTLED,2025-04-01
43403,OTHER,ARCHIVED,2025-04-01
82324,LEGAL,LEG_NOT,2025-04-01
23780,TRACE,GONEAWAY,2025-04-01
83051,OTHER,ARCHIVED,2025-04-01
92829,PAYING,PAY CURR,2025-04-01
85466,SETTLED,SETTLED,2025-04-01
66158,PAYING,PAY PROP,2025-04-01
30943,COLLECTIONS,PAY OVER,2025-04-01
52055,INSOLVENCY,INS3,2025-04-01
11336,TRACE,GONEAWAY,2025-04-01
66787,INSOLVENCY,INS3,2025-04-01
92255,TRACE,GONEAWAY,2025-04-01
77513,LEGAL,LEG_NOT,2025-04-01
42371,SETTLED,SETTLED,2025-04-01
10180,OTHER,ARCHIVED,2025-04-01
94193,INSOLVENCY,INS1,2025-04-01
33376,OTHER,ARCHIVED,2025-04-01
47532,SETTLED,SETTLED,2025-04-01
44289,OTHER,ARCHIVED,2025-04-01
17346,COLLECTIONS,PRIME,2025-04-01
36459,PAYING,PAY CURR,2025-04-01
57819,INSOLVENCY,INSP,2025-04-01
40987,COLLECTIONS,PAY OVER,2025-04-01
26066,SETTLED,SETTLED,2025-04-01
63368,SETTLED,SETTLED,2025-04-01
31463,OTHER,ARCHIVED,2025-04-01
69833,INSOLVENCY,INS2,2025-04-01
62595,COLLECTIONS,TELSOLUTIONS4,2025-04-01
73634,COLLECTIONS,TELSOLUTIONS4,2025-04-01
82487,SETTLED,SETTLED,2025-04-01
34002,TRACE,GONEAWAY,2025-04-01
86494,LEGAL,LEG_NOT,2025-04-01
46369,OTHER,ARCHIVED,2025-04-01
30817,PAYING,PAY CURR,2025-04-01
54765,LEGAL,LEG_TIT,2025-04-01
42747,SETTLED,SETTLED,2025-04-01
54885,SETTLED,SETTLED,2025-04-01
17948,LEGAL,LEG_NOT,2025-04-01
79212,LEGAL,LEG_TIT,2025-04-01
54549,INSOLVENCY,INSP,2025-04-01
47801,PAYING,PAY PROP,2025-04-01
73332,COLLECTIONS,TELSOLUTIONS4,2025-04-01
89946,INSOLVENCY,INS3,2025-04-01
33687,LEGAL,LEG_TIT,2025-04-01
41979,PAYING,PAY PROP,2025-04-01
15680,SETTLED,SETTLED,2025-04-01
55558,COLLECTIONS,PAY OVER,2025-04-01
30746,TRACE,GONEAWAY,2025-04-01
89082,TRACE,GONEAWAY,2025-04-01
37744,COLLECTIONS,PRIME_D,2025-04-01
46588,PAYING,PAY CURR,2025-04-01
14184,TRACE,GONEAWAY,2025-04-01
